description_arm,code,description_eng,abb_code,date,sna_info,value,quarter,year,USD_AMD,value_usd,value_yoy,value_usd_yoy
արտահանում,P.6,Exports,X,2017-06-30,SNA 2008,473667.7,2,2017,483.3658461538462,979.9362196749842,1866054.6,3883.6081007523217
արտահանում,P.6,Exports,X,2017-09-30,SNA 2008,640053.2,3,2017,478.6426153846154,1337.225686613137,1998662.9,4153.194519349181
արտահանում,P.6,Exports,X,2017-12-31,SNA 2008,587954.4,4,2017,483.1150769230769,1217.0069370317249,2126529.3,4409.101834480382
արտահանում,P.6,Exports,X,2018-03-31,SNA 2008,531751.1,1,2018,481.61753846153846,1104.094135978948,2233426.4,4638.262979298794
արտահանում,P.6,Exports,X,2018-06-30,SNA 2008,541820,2,2018,483.5663076923077,1120.4668137151502,2301578.7,4778.7935733389595
արտահանում,P.6,Exports,X,2018-09-30,SNA 2008,672299,3,2018,482.5387692307692,1393.253854134319,2333824.5,4834.821740860142
արտահանում,P.6,Exports,X,2018-12-31,SNA 2008,624414.2,4,2018,485.70969696969695,1285.5707923800348,2370284.3,4903.385596208452
արտահանում,P.6,Exports,X,2019-03-31,SNA 2008,517396.1,1,2019,486.6484375,1063.1824950634923,2355929.3,4862.473955292997
արտահանում,P.6,Exports,X,2019-06-30,SNA 2008,621069.2,2,2019,479.89784615384616,1294.1695925030197,2435178.5,5036.176734080866
արտահանում,P.6,Exports,X,2019-09-30,SNA 2008,808240.7,3,2019,475.18439393939394,1700.8990831948172,2571120.1999999997,5343.821963141365
արտահանում,P.6,Exports,X,2019-12-31,SNA 2008,759010,4,2019,475.6837878787879,1595.618810942971,2705716,5653.8699817043
արտահանում,P.6,Exports,X,2020-03-31,SNA 2008,494002.8,1,2020,480.4115384615384,1028.2908724090723,2682322.6999999997,5618.97835904988
արտահանում,P.6,Exports,X,2020-06-30,SNA 2008,384072.5,2,2020,483.2713846153846,794.7346195671552,2445326,5119.543386114015
արտահանում,P.6,Exports,X,2020-09-30,SNA 2008,476449.9,3,2020,484.37666666666667,983.6351186748606,2113535.2,4402.279421594059
արտահանում,P.6,Exports,X,2020-12-31,SNA 2008,485517.3,4,2020,500.8028787878788,969.4778535920652,1840042.5,3776.1384642431535
արտահանում,P.6,Exports,X,2021-03-31,SNA 2008,460491.8,1,2021,522.54765625,881.2436425505448,1806531.5,3629.0912343846257
արտահանում,P.6,Exports,X,2021-06-30,SNA 2008,644859.6,2,2021,518.8441538461539,1242.8772594230904,2067318.6,4077.233874240561
արտահանում,P.6,Exports,X,2021-09-30,SNA 2008,703801.8,3,2021,489.9818181818182,1436.383502170767,2294670.5,4529.9822577364675
արտահանում,P.6,Exports,X,2021-12-31,SNA 2008,701345.3,4,2021,481.31742424242424,1457.136734876971,2510498.5,5017.641139021374
արտահանում,P.6,Exports,X,2022-03-31,SNA 2008,667669.6,1,2022,486.89070646666664,1371.2925531999445,2717676.3,5507.690049670773
արտահանում,P.6,Exports,X,2022-06-30,SNA 2008,919262.9,2,2022,453.17880192307695,2028.477272324041,2992079.6,6293.290062571724
արտահանում,P.6,Exports,X,2022-09-30,SNA 2008,1322714,3,2022,407.2822706630435,3247.6591673059097,3610991.8,8104.565727706866
արտահանում,P.6,Exports,X,2022-12-31,SNA 2008,1342231.5,4,2022,397.96744542391303,3372.716827554227,4251878,10020.14582038412
արտահանում,P.6,Exports,X,2023-03-31,SNA 2008,1111484.3,1,2023,392.3491623888889,2832.895814617079,4695692.7,11481.749081801256
արտահանում,P.6,Exports,X,2023-06-30,SNA 2008,1136604.9,2,2023,386.818423,2938.3422102416253,4913034.699999999,12391.61401971884
ներմուծում,P.7,Imports,M,2000-03-31,SNA 1993,115039,1,2000,NA,NA,NA,NA
ներմուծում,P.7,Imports,M,2000-06-30,SNA 1993,135288.3,2,2000,NA,NA,NA,NA
ներմուծում,P.7,Imports,M,2000-09-30,SNA 1993,117676.9,3,2000,NA,NA,NA,NA
ներմուծում,P.7,Imports,M,2000-12-31,SNA 1993,153268.1,4,2000,NA,NA,521272.29999999993,NA
ներմուծում,P.7,Imports,M,2001-03-31,SNA 1993,110979.3,1,2001,NA,NA,517212.6,NA
ներմուծում,P.7,Imports,M,2001-06-30,SNA 1993,131403.1,2,2001,NA,NA,513327.4,NA
ներմուծում,P.7,Imports,M,2001-09-30,SNA 1993,142082.8,3,2001,NA,NA,537733.3,NA
ներմուծում,P.7,Imports,M,2001-12-31,SNA 1993,158187.9,4,2001,NA,NA,542653.1,NA
ներմուծում,P.7,Imports,M,2002-03-31,SNA 1993,129996.5,1,2002,NA,NA,561670.3,NA
ներմուծում,P.7,Imports,M,2002-06-30,SNA 1993,134845.3,2,2002,NA,NA,565112.5,NA
ներմուծում,P.7,Imports,M,2002-09-30,SNA 1993,166575.7,3,2002,NA,NA,589605.4,NA
ներմուծում,P.7,Imports,M,2002-12-31,SNA 1993,203315.4,4,2002,NA,NA,634732.9,NA
ներմուծում,P.7,Imports,M,2003-03-31,SNA 1993,162213.3,1,2003,NA,NA,666949.7,NA
ներմուծում,P.7,Imports,M,2003-06-30,SNA 1993,221397.6,2,2003,NA,NA,753501.9999999999,NA
ներմուծում,P.7,Imports,M,2003-09-30,SNA 1993,215356,3,2003,NA,NA,802282.2999999999,NA
ներմուծում,P.7,Imports,M,2003-12-31,SNA 1993,213923.1,4,2003,NA,NA,812890,NA
ներմուծում,P.7,Imports,M,2004-03-31,SNA 1993,188362.9,1,2004,NA,NA,839039.6,NA
ներմուծում,P.7,Imports,M,2004-06-30,SNA 1993,229797.8,2,2004,NA,NA,847439.8,NA
ներմուծում,P.7,Imports,M,2004-09-30,SNA 1993,221069,3,2004,NA,NA,853152.8,NA
ներմուծում,P.7,Imports,M,2004-12-31,SNA 1993,225115,4,2004,482.9347826086956,466.1395453522395,864344.7,NA
ներմուծում,P.7,Imports,M,2005-03-31,SNA 1993,204865.3,1,2005,475.8203125,430.5518167638125,880847.1000000001,NA
ներմուծում,P.7,Imports,M,2005-06-30,SNA 1993,233282.9,2,2005,450.4923076923077,517.8399187213988,884332.2000000001,NA
ներմուծում,P.7,Imports,M,2005-09-30,SNA 1993,255497.1,3,2005,453.2583333333333,563.6898016215919,918760.3,1978.2210824590427
ներմուծում,P.7,Imports,M,2005-12-31,SNA 1993,275945.5,4,2005,452.29846153846154,610.0960393749532,969590.8,2122.177576481756
ներմուծում,P.7,Imports,M,2006-03-31,SNA 1993,213709.7,1,2006,451.4187692307692,473.41784295803114,978435.2,2165.043602675975
ներմուծում,P.7,Imports,M,2006-06-30,SNA 1993,265352.6,2,2006,436.1709230769231,608.3683848709979,1010504.9,2255.572068825574
ներմուծում,P.7,Imports,M,2006-09-30,SNA 1993,273504.5,3,2006,401.02215384615386,682.0184305950486,1028512.3,2373.900697799031
ներմուծում,P.7,Imports,M,2006-12-31,SNA 1993,289993.2,4,2006,373.5910769230769,776.2316016442495,1042560,2540.036260068327
ներմուծում,P.7,Imports,M,2007-03-31,SNA 1993,246693.1,1,2007,359.4236923076923,686.3573695325937,1075543.4,2752.9757866428895
ներմուծում,P.7,Imports,M,2007-06-30,SNA 1993,284765.1,2,2007,353.1206153846154,806.4244555357855,1094955.9,2951.031857307677
ներմուծում,P.7,Imports,M,2007-09-30,SNA 1993,328804,3,2007,337.5812307692308,973.9996481758463,1150255.4,3243.013074888475
ներմուծում,P.7,Imports,M,2007-12-31,SNA 1993,372707.9,4,2007,316.85318181818184,1176.2794927963482,1232970.1,3643.060966040574
ներմուծում,P.7,Imports,M,2008-03-31,SNA 1993,275737.2,1,2008,307.58353846153847,896.4627995996585,1262014.2,3853.166396107639
ներմուծում,P.7,Imports,M,2008-06-30,SNA 1993,345089,2,2008,307.10615384615386,1123.6798601335545,1322338.1,4170.421800705408
ներմուծում,P.7,Imports,M,2008-09-30,SNA 1993,409808.1,3,2008,302.1589393939394,1356.2666748234549,1403342.2000000002,4552.688827353016
ներմուծում,P.7,Imports,M,2008-12-31,SNA 1993,420055.7,4,2008,306.21378787878785,1371.7726524002098,1450690,4748.181986956877
ներմուծում,P.7,Imports,M,2009-03-31,SNA 1993,232229.5,1,2009,326.3721875,711.5480696405848,1407182.3,4563.267256997804
ներմուծում,P.7,Imports,M,2009-06-30,SNA 1993,296689.9,2,2009,371.06738461538464,799.5580110268174,1358783.2000000002,4239.1454078910665
ներմուծում,P.7,Imports,M,2009-09-30,SNA 1993,372574,3,2009,372.92015151515153,999.071781147398,1321549.1,3881.95051421501
ներմուծում,P.7,Imports,M,2009-12-31,SNA 1993,449554.8,4,2009,384.27666666666664,1169.8727479333468,1351048.2,3680.0506097481466
ներմուծում,P.7,Imports,M,2010-03-31,SNA 1993,336563.2,1,2010,384.50203125,875.322293892303,1455381.9,3843.8248339998654
ներմուծում,P.7,Imports,M,2010-06-30,SNA 1993,386835.8,2,2010,383.7153846153846,1008.1321091353768,1545527.8,4052.398932108425
ներմուծում,P.7,Imports,M,2010-09-30,SNA 1993,412074,3,2010,365.6118181818182,1127.0806344533323,1585027.8,4180.407785414359
ներմուծում,P.7,Imports,M,2010-12-31,SNA 1993,432593.7,4,2010,359.4166666666667,1203.5994435427776,1568066.7,4214.13448102379
ներմուծում,P.7,Imports,M,2011-03-31,SNA 1993,360861.4,1,2011,364.49921875,990.0196802548016,1592364.9,4328.831867386289
ներմուծում,P.7,Imports,M,2011-06-30,SNA 1993,436596,2,2011,373.63092307692307,1168.5221244658962,1642125.1,4489.221882716808
ներմուծում,P.7,Imports,M,2011-09-30,SNA 1993,482614.4,3,2011,371.8333333333333,1297.9320484087857,1712665.5,4660.073296672261
ներմուծում,P.7,Imports,M,2011-12-31,SNA 1993,508937,4,2011,380.833076923077,1336.378142654868,1789008.8,4792.851995784351
ներմուծում,P.7,Imports,M,2012-03-31,SNA 1993,413498.8,1,2012,388.402,1064.6155272114977,1841646.2,4867.447842741047
ներմուծում,P.7,Imports,M,2012-06-30,SNA 1993,483863.2,2,2012,401.5170769230769,1205.0874740072366,1888913.4,4904.0131922823875
ներմուծում,P.7,Imports,M,2012-09-30,SNA 1993,497053,3,2012,411.13461538461536,1208.9787174329952,1903352,4815.059861306597
ներմուծում,P.7,Imports,M,2012-12-31,SNA 1993,579770.1,4,2012,406.4506060606061,1426.4220334648735,1974185.1,4905.103752116603
ներմուծում,P.7,Imports,M,2013-03-31,SNA 2008,470042.1,1,2013,409.29359375,1148.422812322603,2030728.4,4988.911037227708
ներմուծում,P.7,Imports,M,2013-06-30,SNA 2008,507606,2,2013,414.35,1225.0657656570531,2054471.2,5008.889328877525
ներմուծում,P.7,Imports,M,2013-09-30,SNA 2008,581565,3,2013,408.42560606060607,1423.9190476066815,2138983.2,5223.829659051211
ներմուծում,P.7,Imports,M,2013-12-31,SNA 2008,682232.1,4,2013,404.0480303030303,1688.4925772026052,2241445.2,5485.900202788943
ներմուծում,P.7,Imports,M,2014-03-31,SNA 2008,488034.1,1,2014,408.91578125,1193.483162983209,2259437.2,5530.960553449549
ներմուծում,P.7,Imports,M,2014-06-30,SNA 2008,520206.5,2,2014,413.02861538461536,1259.4926371277684,2272037.7,5565.387424920264
ներմուծում,P.7,Imports,M,2014-09-30,SNA 2008,628674.3,3,2014,408.3884848484848,1539.4026112985111,2319147,5680.870988612093
ներմուծում,P.7,Imports,M,2014-12-31,SNA 2008,643089.3,4,2014,430.96363636363634,1492.2124414631062,2280004.2,5484.590852872595
ներմուծում,P.7,Imports,M,2015-03-31,SNA 2008,449628.9,1,2015,476.72890625,943.1542625280024,2241599,5234.261952417389
ներմուծում,P.7,Imports,M,2015-06-30,SNA 2008,482997.2,2,2015,476.5458461538461,1013.5377401738408,2204389.7,4988.3070554634605
ներմուծում,P.7,Imports,M,2015-09-30,SNA 2008,574044.4,3,2015,479.005,1198.4100374735128,2149759.8000000003,4647.314481638462
ներմուծում,P.7,Imports,M,2015-12-31,SNA 2008,609470.7,4,2015,477.9307575757576,1275.228033222766,2116141.2,4430.330073398121
ներմուծում,P.7,Imports,M,2016-03-31,SNA 2008,427384.4,1,2016,487.54242424242426,876.6096625623877,2093896.7,4363.785473432507
ներմուծում,P.7,Imports,M,2016-06-30,SNA 2008,477785.2,2,2016,478.514,998.4769515625458,2088684.7,4348.724684821213
ներմուծում,P.7,Imports,M,2016-09-30,SNA 2008,587796.3,3,2016,475.29621212121214,1236.6946864076788,2102436.6,4387.009333755378
ներմուծում,P.7,Imports,M,2016-12-31,SNA 2008,652206.3,4,2016,478.71,1362.4246412232878,2145172.2,4474.2059417559
ներմուծում,P.7,Imports,M,2017-03-31,SNA 2008,501998.2,1,2017,485.5846153846154,1033.8016981909198,2219786,4631.397977384432
ներմուծում,P.7,Imports,M,2017-06-30,SNA 2008,577891.3,2,2017,483.3658461538462,1195.556749816511,2319892.1,4828.477775638397
ներմուծում,P.7,Imports,M,2017-09-30,SNA 2008,745708.6,3,2017,478.6426153846154,1557.9653295199855,2477804.4,5149.748418750703
ներմուծում,P.7,Imports,M,2017-12-31,SNA 2008,900243,4,2017,483.1150769230769,1863.4131762841664,2725841.1,5650.736953811582
ներմուծում,P.7,Imports,M,2018-03-31,SNA 2008,672997.5,1,2018,481.61753846153846,1397.3691700468355,2896840.4,6014.304425667498
ներմուծում,P.7,Imports,M,2018-06-30,SNA 2008,736316.8,2,2018,483.5663076923077,1522.6801129174553,3055265.9000000004,6341.427788768443
ներմուծում,P.7,Imports,M,2018-09-30,SNA 2008,853061,3,2018,482.5387692307692,1767.8600236824336,3162618.3,6551.322482930891
ներմուծում,P.7,Imports,M,2018-12-31,SNA 2008,931479.8,4,2018,485.70969696969695,1917.770647387578,3193855.0999999996,6605.679954034303
ներմուծում,P.7,Imports,M,2019-03-31,SNA 2008,673293.6,1,2019,486.6484375,1383.531823216837,3194151.2,6591.842607204304
ներմուծում,P.7,Imports,M,2019-06-30,SNA 2008,772600.3,2,2019,479.89784615384616,1609.9265837344872,3230434.7,6679.089078021337
ներմուծում,P.7,Imports,M,2019-09-30,SNA 2008,968984.5,3,2019,475.18439393939394,2039.1757649422857,3346358.2,6950.404819281188
ներմուծում,P.7,Imports,M,2019-12-31,SNA 2008,1168464,4,2019,475.6837878787879,2456.388108601557,3583342.4,7489.022280495166
ներմուծում,P.7,Imports,M,2020-03-31,SNA 2008,637845.3,1,2020,480.4115384615384,1327.7060372917451,3547894.0999999996,7433.196494570075
ներմուծում,P.7,Imports,M,2020-06-30,SNA 2008,499662.8,2,2020,483.2713846153846,1033.9176204228615,3274956.5999999996,6857.187531258449
ներմուծում,P.7,Imports,M,2020-09-30,SNA 2008,634105.5,3,2020,484.37666666666667,1309.1165277710872,2940077.6,6127.128294087251
ներմուծում,P.7,Imports,M,2020-12-31,SNA 2008,684074.3,4,2020,500.8028787878788,1365.955207078089,2455687.9000000004,5036.695392563783
ներմուծում,P.7,Imports,M,2021-03-31,SNA 2008,551555.2,1,2021,522.54765625,1055.5117670188572,2369397.8,4764.501122290895
